"","csv_file","row_number","fname","harvest_moisture_pct","harvest_date","Hybrid","oil_pct","height_in","plants_per_acre","planting_date","seed_size_14_64_to_below","seed_size_19_64_to 16_64","seed_size_21_64_to 20_64","seed_size_23_64_to 22_64","seed_size_above_24_64","test_weight_lbs_bushel","yield_lb_acre","seed_size_14_64_and_below_pct","seed_size_19_64_to_16_64_pct","seed_size_21_64_to_20_64_pct","seed_size_23_64_to_22_64_pct","seed_size_above_24_64_pct","Brand","flower_50pct_days_past_planting","mature_days_past_planting","Days to PM Original","drop_neck","head_diameter_in","lodge_pct","mature_code","oleic_pct","qc_notes","total_weight","type","phomopsis_pct","sclerotinia_pct","seed_wt_200_gm","bird_damage_pct","hulling_quality_test","linoleic_pct","midge","palmitic_pct","stalk_rot_pct","stearic_pct","hybrid_type","trait","downey_mildew","stalk_rot","HT","LGC","midge_at_flowering","midge_at_maturity","lodge_root","lodge_root_score","TW","seed_wt_200","herb_type","oil_type","seed_wt_100","vigor","flower_first_days_past_planting","flower_50pct_days_past_june_1","harvest_population","population","stem_break","Location","seed_weight","test_weight","Year","seed_size_16_64_and_below","seed_size_21_64_to 20_64_pct","seed_size_16_64_and_below_pct","seed_size_above_16_64_pct","seed_size_above_19_64_pct","seed_size_above_20_64_pct","seed_size_above_21_64_pct","seed_size_above_22_64_pct","seed_size_above_23_64_pct","yield_lb_acre_2yr_avg","herb_tech_trait","seed_screen_16_64_pct","seed_screen_20_64_pct","seed_screen_22_64_pct","seed_screen_24_64_pct","yield_lb_acre_3yr_avg","tech_traits","yield_lb_acre_2008","seed_wt_1000_gm","seed_size_18_64_pct","damage_assert_2_pct","damage_assert_3_pct","stalk_break_pct","HR_pct","leaf_rust_pct","rust_lower_plant_pct","rust_mid_plant_pct","neck_break_pct","neck_drop_pct","nut_meat_pct","lodge_rate_0_9_scale","plants_per_thousandth_acre","seed_size_above_18_64_pct","seed_size_20_64_pct","seed_length_mm","seed_width_mm","yield_lb_acre_2007","oil_yield_lb_acre","seeds_per_lb","SR%","test_weight_gm","rust_upper_plant_pct","vert_pct","midge_pct","midge_severity_0_9_scale","rust_pct","seed_size_22_64_pct","yield_lb_acre_2010","bud_burn_pct","lodge_rate_1_9_scale","yield_lb_acre_2012","phomopsis_0_4_scale","lodge_rate_0_5_scale","hybrid_traits","lodge_root_pct","lodge_stalk_pct","seed_size_19_64_to 16_64_pct","seed_size_23_64_to 22_64_pct","block","Brand/Hybrid","entry","height_cm","plot","seed_yield_lbs_acre","v_desc","herb","notes","flower_50pct_date","mature_date","flower_50pct_days_past_july_1","plants_broken","plants_lodged","rust","sterile_heads","vert_wilt","stem_break_pct","flower_50pct_days_past_emergence","head_moisture","stem_curve","white_mold_pct","Damage","seed_size","lodge_stalk","stalk_break","lodge_score","head_days_past_planting","rust_rating","no_plants_lodged","lodge_number_of_plants","flower_100pct_days_past_planting","final_population_plants_per_thousandth_acre","final_population_plants_per_acre","neck_break","oil_yield","self_poll_pct","yield_as_pct_of_yr_avg","mature_days_past_june_1","self_poll","gross_income","oil_content","oil_content_lb_acre","final_population_plants_per_thousandth_of_an_acre","yield_rank","rank","final_stand_pct","year_entered_with_data","nusun","late","short","Sort ID","Unif_Brand","Unif_Hybrid","leanne_yield","leanne_oil","Unif_Name","flower_50_doy","var"
"392","1997-2006 Carrington_app_final_qc.csv",405,"2000",21.8,20001017,"64H61",45.6,59,NA,20000602,NA,NA,NA,NA,NA,30.9,1998,NA,NA,NA,NA,NA,"Pioneer",69.5,122.5,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6831,"Pioneer","64H61",1998,1998,NA,223.5,NA
"393","1997-2006 Carrington_app_final_qc.csv",406,"2000",18,20001017,"63M80",48.1,61,NA,20000602,NA,NA,NA,NA,NA,31.2,2452,NA,NA,NA,NA,NA,"Pioneer",71.5,121,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6832,"Pioneer","63M80",2452,2452,NA,225.5,NA
"394","1997-2006 Carrington_app_final_qc.csv",407,"2000",13.6,20001017,"63M91",46.4,63,NA,20000602,NA,NA,NA,NA,NA,31.8,2399,NA,NA,NA,NA,NA,"Pioneer",68.5,117.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6833,"Pioneer","63M91",2399,2399,NA,222.5,NA
"395","1997-2006 Carrington_app_final_qc.csv",408,"2000",17.9,20001017,"INT 425",44.4,60,NA,20000602,NA,NA,NA,NA,NA,29,2183,NA,NA,NA,NA,NA,"Integra",69.3,115.5,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6834,"IntegraSeed","INT 425",2183,2183,NA,223.3,NA
"396","1997-2006 Carrington_app_final_qc.csv",409,"2000",16.5,20001017,"INT 427",44.2,60,NA,20000602,NA,NA,NA,NA,NA,29.6,1799,NA,NA,NA,NA,NA,"Integra",68.8,117.8,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6835,"IntegraSeed","INT 427",1799,1799,NA,222.8,NA
"397","1997-2006 Carrington_app_final_qc.csv",410,"2000",17.6,20001017,"INT 435",44.1,59,NA,20000602,NA,NA,NA,NA,NA,29.9,1845,NA,NA,NA,NA,NA,"Integra",72,115.5,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6836,"IntegraSeed","INT 435",1845,1845,NA,226,NA
"398","1997-2006 Carrington_app_final_qc.csv",411,"2000",25,20001017,"INT 445",43.5,60,NA,20000602,NA,NA,NA,NA,NA,30.2,2091,NA,NA,NA,NA,NA,"Integra",71.5,121,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6837,"IntegraSeed","INT 445",2091,2091,NA,225.5,NA
"399","1997-2006 Carrington_app_final_qc.csv",412,"2000",14.9,20001017,"INT 437",43.7,59,NA,20000602,NA,NA,NA,NA,NA,29.2,2059,NA,NA,NA,NA,NA,"Integra",71.3,116.3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6838,"IntegraSeed","INT 437",2059,2059,NA,225.3,NA
"400","1997-2006 Carrington_app_final_qc.csv",413,"2000",34.7,20001017,"INT 550",37.6,57,NA,20000602,NA,NA,NA,NA,NA,27.2,1842,NA,NA,NA,NA,NA,"Integra",74.5,120.8,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6839,"IntegraSeed","INT 550NS",1842,1842,NA,228.5,NA
"401","1997-2006 Carrington_app_final_qc.csv",414,"2000",22.4,20001017,"INT 432",46.8,64,NA,20000602,NA,NA,NA,NA,NA,29.6,2321,NA,NA,NA,NA,NA,"Integra",73.3,121,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6840,"IntegraSeed","INT 432",2321,2321,NA,227.3,NA
"402","1997-2006 Carrington_app_final_qc.csv",415,"2000",13.3,20001017,"INT 440",42.8,58,NA,20000602,NA,NA,NA,NA,NA,29.3,2132,NA,NA,NA,NA,NA,"Integra",69.8,114,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6841,"IntegraSeed","INT 440",2132,2132,NA,223.8,NA
"403","1997-2006 Carrington_app_final_qc.csv",416,"2000",30.2,20001017,"652",39,61,NA,20000602,NA,NA,NA,NA,NA,27.2,2280,NA,NA,NA,NA,NA,"Triumph",72.8,121,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6842,"Triumph","652",2280,2280,NA,226.8,NA
"404","1997-2006 Carrington_app_final_qc.csv",417,"2000",17.6,20001017,"545A",51.9,60,NA,20000602,NA,NA,NA,NA,NA,31.1,2059,NA,NA,NA,NA,NA,"Triumph",72.5,119,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6843,"Triumph","545A",2059,2059,NA,226.5,NA
"405","1997-2006 Carrington_app_final_qc.csv",418,"2000",19.1,20001017,"562",38.2,62,NA,20000602,NA,NA,NA,NA,NA,28.2,2260,NA,NA,NA,NA,NA,"Triumph",72.5,120.3,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6844,"Triumph","562",2260,2260,NA,226.5,NA
"406","1997-2006 Carrington_app_final_qc.csv",419,"2000",23,20001017,"ST2102",47,59,NA,20000602,NA,NA,NA,NA,NA,30.5,2243,NA,NA,NA,NA,NA,"Interstate",70.3,119.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6845,"SeedTec","ST 2102",2243,2243,NA,224.3,NA
"407","1997-2006 Carrington_app_final_qc.csv",420,"2000",16.6,20001017,"F74161",41.5,59,NA,20000602,NA,NA,NA,NA,NA,30.9,2353,NA,NA,NA,NA,NA,"Interstate",68.3,115,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6846,"Interstate","F74161",2353,2353,NA,222.3,NA
"408","1997-2006 Carrington_app_final_qc.csv",421,"2000",19.9,20001017,"982727NS",42.4,61,NA,20000602,NA,NA,NA,NA,NA,31.2,2147,NA,NA,NA,NA,NA,"Interstate",71.8,118.3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6847,"Interstate","IS 982727 NS",2147,2147,NA,225.8,NA
"409","1997-2006 Carrington_app_final_qc.csv",422,"2000",19,20001017,"ST2115",48.4,64,NA,20000602,NA,NA,NA,NA,NA,30,2446,NA,NA,NA,NA,NA,"Interstate",72,120.8,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6848,"SeedTec","ST 2115",2446,2446,NA,226,NA
"410","1997-2006 Carrington_app_final_qc.csv",423,"2000",18.8,20001017,"ST2117",46.5,65,NA,20000602,NA,NA,NA,NA,NA,30.1,2508,NA,NA,NA,NA,NA,"Interstate",72.3,119.8,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6849,"SeedTec","ST 2117",2508,2508,NA,226.3,NA
"411","1997-2006 Carrington_app_final_qc.csv",488,"2001",19,20011015,"270",40.8,57,NA,20010531,NA,NA,NA,NA,NA,31.9,2040,NA,NA,NA,NA,NA,"Cargill",68.3,125,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrington",NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6929,"Cargill","SF 270",2040,2040,NA,219.3,NA
